filename,score
World Nuclear::nuclear-generation-nears-record-high.txt,0.9947709441184998
World Nuclear::nuclear-industry-must-act-to-meet-the-challenge-of.txt,0.9961457252502441
World Nuclear::nuclear-industry-report-shows-how-nuclear-technolo.txt,0.8234722018241882
World Nuclear::nuclear-industry-stands-ready-to-help-tackle-clima.txt,-0.9874288439750671
World Nuclear::nuclear-industry-statement-at-g7-ministerial-meeting-on-climate-energy-and-environment.txt,0.9871267676353455
World Nuclear::nuclear-key-to-a-clean-energy-future-iea-world-ene.txt,-0.9244351387023926
World Nuclear::nuclear-leaders-issue-call-for-action-at-g7-sappor.txt,0.9984193444252014
World Nuclear::nuclear-must-be-part-of-the-international-response.txt,0.6391288042068481
World Nuclear::nuclear-one-of-the-lowest-cost-low-carbon-options.txt,0.7293861508369446
World Nuclear::nuclears-role-in-bridging-africas-energy-financing-gap.txt,0.9990201393763224
World Nuclear::nuclear’s-contribution-to-global-climate-change-mi.txt,0.009528934955596924
World Nuclear::our-industry-night-at-the-iaea-international-conference-on-small-modular-reactors.txt,0.991600513458252
World Nuclear::overwhelming-support-from-college-of-commissioners.txt,0.9184984564781189
World Nuclear::poland-needs-nuclear-to-reduce-emissions-and-c.txt,0.983705073595047
World Nuclear::policies-on-nuclear-plant-are-failing-the-environm.txt,-0.016650915145874023
World Nuclear::powering-indias-future-the-crucial-role-of-nuclear-energy-in-indias-sustainable-growth.txt,0.9910232126712799
World Nuclear::powering-the-future-highlights-from-world-nuclear-fuel-cycle-2025.txt,0.9929973483085632
World Nuclear::projections-for-nuclear-generation-capacity-revise.txt,-0.3237831989924113
World Nuclear::resilient-nuclear-generation-ensures-reliable-elec.txt,0.007283151149749756
World Nuclear::response-to-the-ipcc-working-group-iii-ar6-report.txt,0.6273787021636963
World Nuclear::roadmaps-to-new-nuclear-calling-for-government-action-on-behalf-of-the-nuclear-industry.txt,0.6680116355419159
World Nuclear::roadmaps-to-new-nuclear-industry-communique.txt,-0.9822851419448853
World Nuclear::royal-commission’s-conclusions-create-middle-groun.txt,0.8171128034591675
World Nuclear::six-more-countries-endorse-the-declaration-to-triple-nuclear-energy-by-2050-at-cop29.txt,0.9892112612724304
World Nuclear::south-africa-endorses-global-declaration-to-triple-nuclear-energy-by-2050.txt,0.9611640870571136
World Nuclear::south-australian-nuclear-fuel-cycle-royal-commissi.txt,0.9838351011276245
World Nuclear::south-east-asian-energy-market-looks-to-nuclear.txt,0.9624545574188232
World Nuclear::south-korean-public-gives-strong-support-for-const.txt,-0.8385388851165771
World Nuclear::spotlighting-net-zero-nuclear--join-us.txt,0.9981022477149963
World Nuclear::start-of-construction-of-egypt-s-first-nuclear-pow.txt,0.9993189573287964
World Nuclear::statement-from-world-nuclear-association-on-recent.txt,0.9931291937828064
World Nuclear::statement-on-attack-on-the-zaporizhzhia-nuclear-po.txt,0.9955163598060608
World Nuclear::surge-in-new-nuclear-helps-build-a-sustainable-glo.txt,0.9642070531845093
World Nuclear::sustained-and-coordinated-investment-required-in-g.txt,0.7728419899940491
World Nuclear::sweden-abolishes-nuclear-capacity-tax-(10-june-201.txt,0.9965265393257141
World Nuclear::swiss-nuclear-referendum-result-is-pro-science-and.txt,0.9839808344841003
World Nuclear::taishan-1-epr-world-nuclear-association-welcomes-n.txt,0.998643696308136
World Nuclear::the-ipcc-1-5c-special-report-nuclear-energy’s-impo.txt,0.6841951608657837
World Nuclear::the-new-york-times-interviews-dr-sama-bilbao-y-leon-director-general-of-world-nuclear-association.txt,0.9907480478286743
World Nuclear::the-nuclear-opportunity.txt,0.999230146408081
